,place_name,population,state_fips,county_fips,tract_fips,year,source,GEOID
2369,"Census Tract 1003.02, Bucks County, Pennsylvania",5082,42,17,100302,2019,ACS 2019,42017100302
2370,"Census Tract 1004.03, Bucks County, Pennsylvania",2290,42,17,100403,2019,ACS 2019,42017100403
2371,"Census Tract 1008.09, Bucks County, Pennsylvania",5589,42,17,100809,2019,ACS 2019,42017100809
2372,"Census Tract 1008.11, Bucks County, Pennsylvania",4637,42,17,100811,2019,ACS 2019,42017100811
2373,"Census Tract 1047.01, Bucks County, Pennsylvania",3355,42,17,104701,2019,ACS 2019,42017104701
2374,"Census Tract 1047.03, Bucks County, Pennsylvania",2346,42,17,104703,2019,ACS 2019,42017104703
2375,"Census Tract 1050.10, Bucks County, Pennsylvania",3829,42,17,105010,2019,ACS 2019,42017105010
2376,"Census Tract 1058.11, Bucks County, Pennsylvania",5705,42,17,105811,2019,ACS 2019,42017105811
2377,"Census Tract 1058.12, Bucks County, Pennsylvania",1591,42,17,105812,2019,ACS 2019,42017105812
2378,"Census Tract 1052.03, Bucks County, Pennsylvania",2100,42,17,105203,2019,ACS 2019,42017105203
2379,"Census Tract 1055.06, Bucks County, Pennsylvania",4154,42,17,105506,2019,ACS 2019,42017105506
2380,"Census Tract 124.04, Lancaster County, Pennsylvania",5689,42,71,12404,2019,ACS 2019,42071012404
2381,"Census Tract 133.03, Lancaster County, Pennsylvania",4658,42,71,13303,2019,ACS 2019,42071013303
2382,"Census Tract 133.04, Lancaster County, Pennsylvania",7941,42,71,13304,2019,ACS 2019,42071013304
2383,"Census Tract 147, Lancaster County, Pennsylvania",4558,42,71,14700,2019,ACS 2019,42071014700
2384,"Census Tract 102.01, Lawrence County, Pennsylvania",3236,42,73,10201,2019,ACS 2019,42073010201
2385,"Census Tract 102.02, Lawrence County, Pennsylvania",5107,42,73,10202,2019,ACS 2019,42073010202
2386,"Census Tract 124.03, Lancaster County, Pennsylvania",4645,42,71,12403,2019,ACS 2019,42071012403
2387,"Census Tract 4.01, Lebanon County, Pennsylvania",4336,42,75,401,2019,ACS 2019,42075000401
2388,"Census Tract 4.02, Lebanon County, Pennsylvania",3945,42,75,402,2019,ACS 2019,42075000402
2389,"Census Tract 39.01, Lebanon County, Pennsylvania",3629,42,75,3901,2019,ACS 2019,42075003901
2390,"Census Tract 182, Northampton County, Pennsylvania",3659,42,95,18200,2019,ACS 2019,42095018200
2391,"Census Tract 183, Northampton County, Pennsylvania",4785,42,95,18300,2019,ACS 2019,42095018300
2392,"Census Tract 801, Northumberland County, Pennsylvania",4109,42,97,80100,2019,ACS 2019,42097080100
2393,"Census Tract 802, Northumberland County, Pennsylvania",7043,42,97,80200,2019,ACS 2019,42097080200
2394,"Census Tract 803, Northumberland County, Pennsylvania",6802,42,97,80300,2019,ACS 2019,42097080300
2395,"Census Tract 804, Northumberland County, Pennsylvania",3307,42,97,80400,2019,ACS 2019,42097080400
2396,"Census Tract 805, Northumberland County, Pennsylvania",3629,42,97,80500,2019,ACS 2019,42097080500
2397,"Census Tract 806, Northumberland County, Pennsylvania",3655,42,97,80600,2019,ACS 2019,42097080600
2398,"Census Tract 807, Northumberland County, Pennsylvania",3411,42,97,80700,2019,ACS 2019,42097080700
2399,"Census Tract 808, Northumberland County, Pennsylvania",7245,42,97,80800,2019,ACS 2019,42097080800
2400,"Census Tract 809, Northumberland County, Pennsylvania",3713,42,97,80900,2019,ACS 2019,42097080900
2401,"Census Tract 810, Northumberland County, Pennsylvania",2824,42,97,81000,2019,ACS 2019,42097081000
2402,"Census Tract 811, Northumberland County, Pennsylvania",2843,42,97,81100,2019,ACS 2019,42097081100
2403,"Census Tract 812, Northumberland County, Pennsylvania",5779,42,97,81200,2019,ACS 2019,42097081200
2404,"Census Tract 813, Northumberland County, Pennsylvania",2564,42,97,81300,2019,ACS 2019,42097081300
2405,"Census Tract 814, Northumberland County, Pennsylvania",1954,42,97,81400,2019,ACS 2019,42097081400
2406,"Census Tract 815, Northumberland County, Pennsylvania",2028,42,97,81500,2019,ACS 2019,42097081500
2407,"Census Tract 816, Northumberland County, Pennsylvania",2685,42,97,81600,2019,ACS 2019,42097081600
2408,"Census Tract 817, Northumberland County, Pennsylvania",2338,42,97,81700,2019,ACS 2019,42097081700
2409,"Census Tract 818, Northumberland County, Pennsylvania",3153,42,97,81800,2019,ACS 2019,42097081800
2410,"Census Tract 819, Northumberland County, Pennsylvania",5536,42,97,81900,2019,ACS 2019,42097081900
2411,"Census Tract 820, Northumberland County, Pennsylvania",3216,42,97,82000,2019,ACS 2019,42097082000
2412,"Census Tract 821, Northumberland County, Pennsylvania",2635,42,97,82100,2019,ACS 2019,42097082100
2413,"Census Tract 822, Northumberland County, Pennsylvania",3629,42,97,82200,2019,ACS 2019,42097082200
2414,"Census Tract 823, Northumberland County, Pennsylvania",4863,42,97,82300,2019,ACS 2019,42097082300
2415,"Census Tract 824, Northumberland County, Pennsylvania",2800,42,97,82400,2019,ACS 2019,42097082400
2416,"Census Tract 4.01, Philadelphia County, Pennsylvania",2516,42,101,401,2019,ACS 2019,42101000401
2417,"Census Tract 4.02, Philadelphia County, Pennsylvania",4097,42,101,402,2019,ACS 2019,42101000402
2418,"Census Tract 302.01, Perry County, Pennsylvania",2589,42,99,30201,2019,ACS 2019,42099030201
2419,"Census Tract 302.02, Perry County, Pennsylvania",4705,42,99,30202,2019,ACS 2019,42099030202
2420,"Census Tract 8.01, Philadelphia County, Pennsylvania",1514,42,101,801,2019,ACS 2019,42101000801
2421,"Census Tract 8.03, Philadelphia County, Pennsylvania",2774,42,101,803,2019,ACS 2019,42101000803
2422,"Census Tract 8.04, Philadelphia County, Pennsylvania",4899,42,101,804,2019,ACS 2019,42101000804
2423,"Census Tract 9.01, Philadelphia County, Pennsylvania",2056,42,101,901,2019,ACS 2019,42101000901
2424,"Census Tract 9.02, Philadelphia County, Pennsylvania",2818,42,101,902,2019,ACS 2019,42101000902
2425,"Census Tract 10.01, Philadelphia County, Pennsylvania",2670,42,101,1001,2019,ACS 2019,42101001001
2426,"Census Tract 10.02, Philadelphia County, Pennsylvania",3444,42,101,1002,2019,ACS 2019,42101001002
2427,"Census Tract 5630, Allegheny County, Pennsylvania",2918,42,3,563000,2019,ACS 2019,42003563000
2428,"Census Tract 5631, Allegheny County, Pennsylvania",3524,42,3,563100,2019,ACS 2019,42003563100
2429,"Census Tract 5625, Allegheny County, Pennsylvania",2417,42,3,562500,2019,ACS 2019,42003562500
2430,"Census Tract 5626, Allegheny County, Pennsylvania",2520,42,3,562600,2019,ACS 2019,42003562600
2431,"Census Tract 5632, Allegheny County, Pennsylvania",2088,42,3,563200,2019,ACS 2019,42003563200
2432,"Census Tract 5633, Allegheny County, Pennsylvania",1432,42,3,563300,2019,ACS 2019,42003563300
2433,"Census Tract 5638, Allegheny County, Pennsylvania",3853,42,3,563800,2019,ACS 2019,42003563800
2434,"Census Tract 5639, Allegheny County, Pennsylvania",4004,42,3,563900,2019,ACS 2019,42003563900
2435,"Census Tract 5640, Allegheny County, Pennsylvania",6590,42,3,564000,2019,ACS 2019,42003564000
2436,"Census Tract 5641, Allegheny County, Pennsylvania",883,42,3,564100,2019,ACS 2019,42003564100
2437,"Census Tract 5642, Allegheny County, Pennsylvania",2091,42,3,564200,2019,ACS 2019,42003564200
2438,"Census Tract 9609, Wayne County, Pennsylvania",6783,42,127,960900,2019,ACS 2019,42127960900
2439,"Census Tract 9613, Wayne County, Pennsylvania",2997,42,127,961300,2019,ACS 2019,42127961300
2440,"Census Tract 9607, Wayne County, Pennsylvania",4292,42,127,960700,2019,ACS 2019,42127960700
2441,"Census Tract 9602, Wayne County, Pennsylvania",2833,42,127,960200,2019,ACS 2019,42127960200
2442,"Census Tract 9603, Wayne County, Pennsylvania",2486,42,127,960300,2019,ACS 2019,42127960300
2443,"Census Tract 9612, Wayne County, Pennsylvania",4124,42,127,961200,2019,ACS 2019,42127961200
2444,"Census Tract 9605, Wayne County, Pennsylvania",3611,42,127,960500,2019,ACS 2019,42127960500
2445,"Census Tract 9606, Wayne County, Pennsylvania",4787,42,127,960600,2019,ACS 2019,42127960600
2446,"Census Tract 9610, Wayne County, Pennsylvania",5108,42,127,961000,2019,ACS 2019,42127961000
2447,"Census Tract 9611, Wayne County, Pennsylvania",3752,42,127,961100,2019,ACS 2019,42127961100
2448,"Census Tract 9614, Wayne County, Pennsylvania",2066,42,127,961400,2019,ACS 2019,42127961400
2449,"Census Tract 9604, Wayne County, Pennsylvania",3034,42,127,960400,2019,ACS 2019,42127960400
2450,"Census Tract 9608, Wayne County, Pennsylvania",4375,42,127,960800,2019,ACS 2019,42127960800
2451,"Census Tract 9601, Wayne County, Pennsylvania",1174,42,127,960100,2019,ACS 2019,42127960100
2452,"Census Tract 234, Dauphin County, Pennsylvania",1416,42,43,23400,2019,ACS 2019,42043023400
2453,"Census Tract 241.02, Dauphin County, Pennsylvania",5329,42,43,24102,2019,ACS 2019,42043024102
2454,"Census Tract 249, Dauphin County, Pennsylvania",2237,42,43,24900,2019,ACS 2019,42043024900
2455,"Census Tract 240.02, Dauphin County, Pennsylvania",3078,42,43,24002,2019,ACS 2019,42043024002
2456,"Census Tract 247, Dauphin County, Pennsylvania",6161,42,43,24700,2019,ACS 2019,42043024700
2457,"Census Tract 204, Dauphin County, Pennsylvania",1652,42,43,20400,2019,ACS 2019,42043020400
2458,"Census Tract 212, Dauphin County, Pennsylvania",2558,42,43,21200,2019,ACS 2019,42043021200
2459,"Census Tract 215, Dauphin County, Pennsylvania",3895,42,43,21500,2019,ACS 2019,42043021500
2460,"Census Tract 225.02, Dauphin County, Pennsylvania",5352,42,43,22502,2019,ACS 2019,42043022502
2461,"Census Tract 244, Dauphin County, Pennsylvania",4738,42,43,24400,2019,ACS 2019,42043024400
2462,"Census Tract 246, Dauphin County, Pennsylvania",10352,42,43,24600,2019,ACS 2019,42043024600
2463,"Census Tract 4929, Allegheny County, Pennsylvania",2109,42,3,492900,2019,ACS 2019,42003492900
2464,"Census Tract 5151, Allegheny County, Pennsylvania",2769,42,3,515100,2019,ACS 2019,42003515100
2465,"Census Tract 5214.01, Allegheny County, Pennsylvania",3007,42,3,521401,2019,ACS 2019,42003521401
2466,"Census Tract 5251, Allegheny County, Pennsylvania",1865,42,3,525100,2019,ACS 2019,42003525100
2467,"Census Tract 5512, Allegheny County, Pennsylvania",3381,42,3,551200,2019,ACS 2019,42003551200
2468,"Census Tract 5523, Allegheny County, Pennsylvania",1701,42,3,552300,2019,ACS 2019,42003552300
2469,"Census Tract 5606, Allegheny County, Pennsylvania",837,42,3,560600,2019,ACS 2019,42003560600
2470,"Census Tract 4600.02, Allegheny County, Pennsylvania",3572,42,3,460002,2019,ACS 2019,42003460002
2471,"Census Tract 118.03, Lancaster County, Pennsylvania",6686,42,71,11803,2019,ACS 2019,42071011803
2472,"Census Tract 135.02, Lancaster County, Pennsylvania",4474,42,71,13502,2019,ACS 2019,42071013502
2473,"Census Tract 137.02, Lancaster County, Pennsylvania",9687,42,71,13702,2019,ACS 2019,42071013702
2474,"Census Tract 141.02, Lancaster County, Pennsylvania",5658,42,71,14102,2019,ACS 2019,42071014102
2475,"Census Tract 5, Lancaster County, Pennsylvania",5025,42,71,500,2019,ACS 2019,42071000500
2476,"Census Tract 11, Lancaster County, Pennsylvania",3255,42,71,1100,2019,ACS 2019,42071001100
2477,"Census Tract 14, Lancaster County, Pennsylvania",5100,42,71,1400,2019,ACS 2019,42071001400
2478,"Census Tract 104, Lancaster County, Pennsylvania",4867,42,71,10400,2019,ACS 2019,42071010400
2479,"Census Tract 113, Lancaster County, Pennsylvania",4255,42,71,11300,2019,ACS 2019,42071011300
2480,"Census Tract 115.03, Lancaster County, Pennsylvania",5515,42,71,11503,2019,ACS 2019,42071011503
2481,"Census Tract 117.03, Lancaster County, Pennsylvania",7975,42,71,11703,2019,ACS 2019,42071011703
2482,"Census Tract 120.01, Lancaster County, Pennsylvania",5300,42,71,12001,2019,ACS 2019,42071012001
2483,"Census Tract 117.01, Lancaster County, Pennsylvania",4716,42,71,11701,2019,ACS 2019,42071011701
2484,"Census Tract 117, Cambria County, Pennsylvania",2298,42,21,11700,2019,ACS 2019,42021011700
2485,"Census Tract 132, Cambria County, Pennsylvania",3808,42,21,13200,2019,ACS 2019,42021013200
2486,"Census Tract 103, Cambria County, Pennsylvania",2429,42,21,10300,2019,ACS 2019,42021010300
2487,"Census Tract 113, Cambria County, Pennsylvania",4797,42,21,11300,2019,ACS 2019,42021011300
2488,"Census Tract 115, Cambria County, Pennsylvania",4090,42,21,11500,2019,ACS 2019,42021011500
2489,"Census Tract 116, Cambria County, Pennsylvania",2432,42,21,11600,2019,ACS 2019,42021011600
2490,"Census Tract 120, Cambria County, Pennsylvania",5640,42,21,12000,2019,ACS 2019,42021012000
2491,"Census Tract 127, Cambria County, Pennsylvania",2576,42,21,12700,2019,ACS 2019,42021012700
2492,"Census Tract 131, Cambria County, Pennsylvania",2406,42,21,13100,2019,ACS 2019,42021013100
2493,"Census Tract 4741.02, Allegheny County, Pennsylvania",3732,42,3,474102,2019,ACS 2019,42003474102
2494,"Census Tract 4742.03, Allegheny County, Pennsylvania",4762,42,3,474203,2019,ACS 2019,42003474203
2495,"Census Tract 4771, Allegheny County, Pennsylvania",3343,42,3,477100,2019,ACS 2019,42003477100
2496,"Census Tract 1016.09, Bucks County, Pennsylvania",4214,42,17,101609,2019,ACS 2019,42017101609
2497,"Census Tract 1008, Lackawanna County, Pennsylvania",3098,42,69,100800,2019,ACS 2019,42069100800
2498,"Census Tract 1013, Lackawanna County, Pennsylvania",2987,42,69,101300,2019,ACS 2019,42069101300
2499,"Census Tract 2, York County, Pennsylvania",2938,42,133,200,2019,ACS 2019,42133000200
2500,"Census Tract 197, Philadelphia County, Pennsylvania",7064,42,101,19700,2019,ACS 2019,42101019700
2501,"Census Tract 200, Philadelphia County, Pennsylvania",1320,42,101,20000,2019,ACS 2019,42101020000
2502,"Census Tract 108, Philadelphia County, Pennsylvania",4258,42,101,10800,2019,ACS 2019,42101010800
2503,"Census Tract 145, Philadelphia County, Pennsylvania",1868,42,101,14500,2019,ACS 2019,42101014500
2504,"Census Tract 165, Philadelphia County, Pennsylvania",3180,42,101,16500,2019,ACS 2019,42101016500
2505,"Census Tract 236, Philadelphia County, Pennsylvania",2391,42,101,23600,2019,ACS 2019,42101023600
2506,"Census Tract 239, Philadelphia County, Pennsylvania",1634,42,101,23900,2019,ACS 2019,42101023900
2507,"Census Tract 242, Philadelphia County, Pennsylvania",3807,42,101,24200,2019,ACS 2019,42101024200
2508,"Census Tract 245, Philadelphia County, Pennsylvania",3823,42,101,24500,2019,ACS 2019,42101024500
2509,"Census Tract 254, Philadelphia County, Pennsylvania",4222,42,101,25400,2019,ACS 2019,42101025400
2510,"Census Tract 4074.04, Delaware County, Pennsylvania",2941,42,45,407404,2019,ACS 2019,42045407404
2511,"Census Tract 4018, Delaware County, Pennsylvania",4183,42,45,401800,2019,ACS 2019,42045401800
2512,"Census Tract 4051, Delaware County, Pennsylvania",2055,42,45,405100,2019,ACS 2019,42045405100
2513,"Census Tract 4053, Delaware County, Pennsylvania",2979,42,45,405300,2019,ACS 2019,42045405300
2514,"Census Tract 4004.01, Delaware County, Pennsylvania",5420,42,45,400401,2019,ACS 2019,42045400401
2515,"Census Tract 4075.01, Delaware County, Pennsylvania",2463,42,45,407501,2019,ACS 2019,42045407501
2516,"Census Tract 102, Franklin County, Pennsylvania",4683,42,55,10200,2019,ACS 2019,42055010200
2517,"Census Tract 108, Franklin County, Pennsylvania",3696,42,55,10800,2019,ACS 2019,42055010800
2518,"Census Tract 111, Franklin County, Pennsylvania",3678,42,55,11100,2019,ACS 2019,42055011100
2519,"Census Tract 124, Franklin County, Pennsylvania",2743,42,55,12400,2019,ACS 2019,42055012400
2520,"Census Tract 104, Franklin County, Pennsylvania",8776,42,55,10400,2019,ACS 2019,42055010400
2521,"Census Tract 105, Franklin County, Pennsylvania",8891,42,55,10500,2019,ACS 2019,42055010500
2522,"Census Tract 112, Franklin County, Pennsylvania",3175,42,55,11200,2019,ACS 2019,42055011200
2523,"Census Tract 120, Franklin County, Pennsylvania",7253,42,55,12000,2019,ACS 2019,42055012000
2524,"Census Tract 121, Franklin County, Pennsylvania",4188,42,55,12100,2019,ACS 2019,42055012100
2525,"Census Tract 119, Franklin County, Pennsylvania",7049,42,55,11900,2019,ACS 2019,42055011900
2526,"Census Tract 125.01, Franklin County, Pennsylvania",6965,42,55,12501,2019,ACS 2019,42055012501
2527,"Census Tract 110, Franklin County, Pennsylvania",5297,42,55,11000,2019,ACS 2019,42055011000
2528,"Census Tract 2014.06, Montgomery County, Pennsylvania",4818,42,91,201406,2019,ACS 2019,42091201406
2529,"Census Tract 2031.03, Montgomery County, Pennsylvania",3098,42,91,203103,2019,ACS 2019,42091203103
2530,"Census Tract 2031.06, Montgomery County, Pennsylvania",2247,42,91,203106,2019,ACS 2019,42091203106
2531,"Census Tract 2038.03, Montgomery County, Pennsylvania",5582,42,91,203803,2019,ACS 2019,42091203803
2532,"Census Tract 2041.02, Montgomery County, Pennsylvania",4261,42,91,204102,2019,ACS 2019,42091204102
2533,"Census Tract 2044, Montgomery County, Pennsylvania",3353,42,91,204400,2019,ACS 2019,42091204400
2534,"Census Tract 2045, Montgomery County, Pennsylvania",4610,42,91,204500,2019,ACS 2019,42091204500
2535,"Census Tract 2051, Montgomery County, Pennsylvania",1658,42,91,205100,2019,ACS 2019,42091205100
2536,"Census Tract 2055.02, Montgomery County, Pennsylvania",3624,42,91,205502,2019,ACS 2019,42091205502
2537,"Census Tract 2056, Montgomery County, Pennsylvania",4345,42,91,205600,2019,ACS 2019,42091205600
2538,"Census Tract 2062.01, Montgomery County, Pennsylvania",2448,42,91,206201,2019,ACS 2019,42091206201
2539,"Census Tract 2069.01, Montgomery County, Pennsylvania",4638,42,91,206901,2019,ACS 2019,42091206901
2540,"Census Tract 2070.01, Montgomery County, Pennsylvania",7890,42,91,207001,2019,ACS 2019,42091207001
2541,"Census Tract 2071.01, Montgomery County, Pennsylvania",6010,42,91,207101,2019,ACS 2019,42091207101
2542,"Census Tract 2078, Montgomery County, Pennsylvania",7673,42,91,207800,2019,ACS 2019,42091207800
2543,"Census Tract 2082.04, Montgomery County, Pennsylvania",3417,42,91,208204,2019,ACS 2019,42091208204
2544,"Census Tract 2089.04, Montgomery County, Pennsylvania",3260,42,91,208904,2019,ACS 2019,42091208904
2545,"Census Tract 2089.05, Montgomery County, Pennsylvania",3015,42,91,208905,2019,ACS 2019,42091208905
2546,"Census Tract 2089.06, Montgomery County, Pennsylvania",4496,42,91,208906,2019,ACS 2019,42091208906
2547,"Census Tract 2103, Montgomery County, Pennsylvania",4367,42,91,210300,2019,ACS 2019,42091210300
2548,"Census Tract 2104, Montgomery County, Pennsylvania",4474,42,91,210400,2019,ACS 2019,42091210400
2549,"Census Tract 2003.10, Montgomery County, Pennsylvania",2442,42,91,200310,2019,ACS 2019,42091200310
2550,"Census Tract 2004.01, Montgomery County, Pennsylvania",3428,42,91,200401,2019,ACS 2019,42091200401
2551,"Census Tract 2005.02, Montgomery County, Pennsylvania",5088,42,91,200502,2019,ACS 2019,42091200502
2552,"Census Tract 2008, Montgomery County, Pennsylvania",3333,42,91,200800,2019,ACS 2019,42091200800
2553,"Census Tract 2087.02, Montgomery County, Pennsylvania",3328,42,91,208702,2019,ACS 2019,42091208702
2554,"Census Tract 2090, Montgomery County, Pennsylvania",1352,42,91,209000,2019,ACS 2019,42091209000
2555,"Census Tract 2101, Montgomery County, Pennsylvania",3944,42,91,210100,2019,ACS 2019,42091210100
2556,"Census Tract 2003.05, Montgomery County, Pennsylvania",2117,42,91,200305,2019,ACS 2019,42091200305
2557,"Census Tract 2003.08, Montgomery County, Pennsylvania",3870,42,91,200308,2019,ACS 2019,42091200308
2558,"Census Tract 2005.05, Montgomery County, Pennsylvania",7425,42,91,200505,2019,ACS 2019,42091200505
2559,"Census Tract 4850, Allegheny County, Pennsylvania",1148,42,3,485000,2019,ACS 2019,42003485000
2560,"Census Tract 4900.03, Allegheny County, Pennsylvania",3714,42,3,490003,2019,ACS 2019,42003490003
2561,"Census Tract 4911.01, Allegheny County, Pennsylvania",6964,42,3,491101,2019,ACS 2019,42003491101
2562,"Census Tract 5003, Allegheny County, Pennsylvania",3697,42,3,500300,2019,ACS 2019,42003500300
2563,"Census Tract 5010, Allegheny County, Pennsylvania",1621,42,3,501000,2019,ACS 2019,42003501000
2564,"Census Tract 5200.02, Allegheny County, Pennsylvania",3036,42,3,520002,2019,ACS 2019,42003520002
2565,"Census Tract 5213.01, Allegheny County, Pennsylvania",4123,42,3,521301,2019,ACS 2019,42003521301
2566,"Census Tract 506, Allegheny County, Pennsylvania",2145,42,3,50600,2019,ACS 2019,42003050600
2567,"Census Tract 1702, Allegheny County, Pennsylvania",3725,42,3,170200,2019,ACS 2019,42003170200
2568,"Census Tract 4020, Allegheny County, Pennsylvania",3175,42,3,402000,2019,ACS 2019,42003402000
2569,"Census Tract 4220, Allegheny County, Pennsylvania",5121,42,3,422000,2019,ACS 2019,42003422000
2570,"Census Tract 1401, Allegheny County, Pennsylvania",5520,42,3,140100,2019,ACS 2019,42003140100
2571,"Census Tract 1005, Bucks County, Pennsylvania",2295,42,17,100500,2019,ACS 2019,42017100500
2572,"Census Tract 1006, Bucks County, Pennsylvania",3985,42,17,100600,2019,ACS 2019,42017100600
2573,"Census Tract 1007, Bucks County, Pennsylvania",3325,42,17,100700,2019,ACS 2019,42017100700
2574,"Census Tract 1008.03, Bucks County, Pennsylvania",4506,42,17,100803,2019,ACS 2019,42017100803
2575,"Census Tract 1014.05, Bucks County, Pennsylvania",6601,42,17,101405,2019,ACS 2019,42017101405
2576,"Census Tract 1015.06, Bucks County, Pennsylvania",5288,42,17,101506,2019,ACS 2019,42017101506
2577,"Census Tract 1016.03, Bucks County, Pennsylvania",3575,42,17,101603,2019,ACS 2019,42017101603
2578,"Census Tract 1016.10, Bucks County, Pennsylvania",4934,42,17,101610,2019,ACS 2019,42017101610
2579,"Census Tract 1026, Bucks County, Pennsylvania",2141,42,17,102600,2019,ACS 2019,42017102600
2580,"Census Tract 1002.06, Bucks County, Pennsylvania",5252,42,17,100206,2019,ACS 2019,42017100206
2581,"Census Tract 1004.06, Bucks County, Pennsylvania",3513,42,17,100406,2019,ACS 2019,42017100406
2582,"Census Tract 1015.05, Bucks County, Pennsylvania",3391,42,17,101505,2019,ACS 2019,42017101505
2583,"Census Tract 1021.02, Bucks County, Pennsylvania",2970,42,17,102102,2019,ACS 2019,42017102102
2584,"Census Tract 1033, Bucks County, Pennsylvania",2100,42,17,103300,2019,ACS 2019,42017103300
2585,"Census Tract 1047.02, Bucks County, Pennsylvania",2585,42,17,104702,2019,ACS 2019,42017104702
2586,"Census Tract 1049.01, Bucks County, Pennsylvania",7217,42,17,104901,2019,ACS 2019,42017104901
2587,"Census Tract 1053, Bucks County, Pennsylvania",1957,42,17,105300,2019,ACS 2019,42017105300
2588,"Census Tract 1058.08, Bucks County, Pennsylvania",3425,42,17,105808,2019,ACS 2019,42017105808
2589,"Census Tract 1001.04, Bucks County, Pennsylvania",4730,42,17,100104,2019,ACS 2019,42017100104
2590,"Census Tract 1004.02, Bucks County, Pennsylvania",6496,42,17,100402,2019,ACS 2019,42017100402
2591,"Census Tract 1004.08, Bucks County, Pennsylvania",6428,42,17,100408,2019,ACS 2019,42017100408
2592,"Census Tract 1008.05, Bucks County, Pennsylvania",6587,42,17,100805,2019,ACS 2019,42017100805
2593,"Census Tract 1031.03, Bucks County, Pennsylvania",4652,42,17,103103,2019,ACS 2019,42017103103
2594,"Census Tract 1037, Bucks County, Pennsylvania",3388,42,17,103700,2019,ACS 2019,42017103700
2595,"Census Tract 1048, Bucks County, Pennsylvania",2966,42,17,104800,2019,ACS 2019,42017104800
2596,"Census Tract 1050.04, Bucks County, Pennsylvania",5771,42,17,105004,2019,ACS 2019,42017105004
2597,"Census Tract 1018.03, Bucks County, Pennsylvania",9081,42,17,101803,2019,ACS 2019,42017101803
2598,"Census Tract 1039, Bucks County, Pennsylvania",3954,42,17,103900,2019,ACS 2019,42017103900
2599,"Census Tract 1051, Bucks County, Pennsylvania",3099,42,17,105100,2019,ACS 2019,42017105100
2600,"Census Tract 202, Carbon County, Pennsylvania",6764,42,25,20200,2019,ACS 2019,42025020200
2601,"Census Tract 203, Carbon County, Pennsylvania",6182,42,25,20300,2019,ACS 2019,42025020300
2602,"Census Tract 204, Carbon County, Pennsylvania",3796,42,25,20400,2019,ACS 2019,42025020400
2603,"Census Tract 39.02, Lebanon County, Pennsylvania",3907,42,75,3902,2019,ACS 2019,42075003902
2604,"Census Tract 1.01, Lehigh County, Pennsylvania",3955,42,77,101,2019,ACS 2019,42077000101
2605,"Census Tract 1.02, Lehigh County, Pennsylvania",4114,42,77,102,2019,ACS 2019,42077000102
2606,"Census Tract 53.01, Lehigh County, Pennsylvania",3510,42,77,5301,2019,ACS 2019,42077005301
2607,"Census Tract 53.02, Lehigh County, Pennsylvania",4373,42,77,5302,2019,ACS 2019,42077005302
2608,"Census Tract 54.01, Lehigh County, Pennsylvania",2222,42,77,5401,2019,ACS 2019,42077005401
2609,"Census Tract 54.02, Lehigh County, Pennsylvania",5182,42,77,5402,2019,ACS 2019,42077005402
2610,"Census Tract 55.03, Lehigh County, Pennsylvania",4510,42,77,5503,2019,ACS 2019,42077005503
2611,"Census Tract 55.04, Lehigh County, Pennsylvania",4611,42,77,5504,2019,ACS 2019,42077005504
2612,"Census Tract 55.05, Lehigh County, Pennsylvania",3415,42,77,5505,2019,ACS 2019,42077005505
2613,"Census Tract 55.06, Lehigh County, Pennsylvania",3742,42,77,5506,2019,ACS 2019,42077005506
2614,"Census Tract 57.04, Lehigh County, Pennsylvania",3737,42,77,5704,2019,ACS 2019,42077005704
2615,"Census Tract 57.05, Lehigh County, Pennsylvania",6425,42,77,5705,2019,ACS 2019,42077005705
2616,"Census Tract 62.03, Lehigh County, Pennsylvania",8236,42,77,6203,2019,ACS 2019,42077006203
2617,"Census Tract 62.04, Lehigh County, Pennsylvania",3902,42,77,6204,2019,ACS 2019,42077006204
2618,"Census Tract 63.07, Lehigh County, Pennsylvania",8758,42,77,6307,2019,ACS 2019,42077006307
2619,"Census Tract 63.08, Lehigh County, Pennsylvania",7774,42,77,6308,2019,ACS 2019,42077006308
2620,"Census Tract 64.01, Lehigh County, Pennsylvania",3097,42,77,6401,2019,ACS 2019,42077006401
2621,"Census Tract 64.02, Lehigh County, Pennsylvania",5012,42,77,6402,2019,ACS 2019,42077006402
2622,"Census Tract 3009, Monroe County, Pennsylvania",5816,42,89,300900,2019,ACS 2019,42089300900
2623,"Census Tract 3013.01, Monroe County, Pennsylvania",7686,42,89,301301,2019,ACS 2019,42089301301
2624,"Census Tract 3003.04, Monroe County, Pennsylvania",6720,42,89,300304,2019,ACS 2019,42089300304
2625,"Census Tract 3013.02, Monroe County, Pennsylvania",2881,42,89,301302,2019,ACS 2019,42089301302
2626,"Census Tract 3006, Monroe County, Pennsylvania",4722,42,89,300600,2019,ACS 2019,42089300600
2627,"Census Tract 3007, Monroe County, Pennsylvania",5611,42,89,300700,2019,ACS 2019,42089300700
2628,"Census Tract 3012.03, Monroe County, Pennsylvania",5848,42,89,301203,2019,ACS 2019,42089301203
2629,"Census Tract 3004.02, Monroe County, Pennsylvania",6006,42,89,300402,2019,ACS 2019,42089300402
2630,"Census Tract 3001.01, Monroe County, Pennsylvania",3641,42,89,300101,2019,ACS 2019,42089300101
2631,"Census Tract 3001.02, Monroe County, Pennsylvania",6288,42,89,300102,2019,ACS 2019,42089300102
